3.092783505154646922e-02	3.264604810996571405e-02	2.290950744558997720e-03	1.775486827033223233e-02	2.749140893470797264e-02	2.863688430698747150e-03	1.088201603665523917e-02	1.030927835051548558e-01	2.061855670103097948e-02	4.925544100801842323e-02	1.214203894616268375e-01	1.145475372279498860e-03	9.163802978235990881e-03	1.454753722794962234e-01	1.431844215349373575e-02	4.581901489117995441e-02	1.260022909507448746e-02	5.154639175257744871e-03	6.872852233676993161e-03	1.947308132875148062e-02	1.191294387170678537e-01	7.101947308132890158e-02	3.436426116838496581e-03	7.445589919816742591e-03	7.445589919816742591e-03	1.775486827033223233e-02	4.009163802978246011e-03	4.123711340206194509e-02	2.863688430698747150e-02	8.591065292096241451e-03
1.561036528254751486e-04	3.356228535747714931e-02	1.170777396191063913e-02	1.311270683733991617e-02	4.121136434592544834e-02	1.170777396191063566e-02	3.590384014985928580e-03	1.920074929753344539e-02	1.108335935060873606e-01	2.107399313143915737e-02	9.990633780830411245e-03	7.805182641273757972e-04	5.307524196066155595e-03	5.900718076802955597e-02	2.216671870121747837e-02	1.170777396191063739e-02	3.777708398376498911e-02	7.180768029971856294e-03	2.591320636902888844e-02	9.834530128004937560e-03	1.061504839213230772e-01	1.203559163284412814e-01	4.839213237589730203e-03	2.091788947861367848e-02	9.678426475179460406e-03	1.935685295035891734e-02	6.603184514517597414e-02	1.358101779581633896e-02	2.185451139556652406e-02	1.592257258819846366e-01
0.000000000000000000e+00	4.535790219702304227e-02	4.961020552799396549e-03	1.381998582565545884e-02	6.555634301913487727e-02	4.252303330970911080e-03	3.897944720056669213e-03	1.700921332388364085e-02	9.992912827781645635e-02	1.948972360028334433e-02	4.606661941885154682e-03	9.567682494684551231e-03	8.858965272856064027e-03	1.243798724308993603e-01	1.630049610205515365e-02	1.630049610205515365e-02	8.362863217576131658e-02	8.150248051027580293e-03	4.110559886605213292e-02	2.161587526576879900e-02	1.020552799433018937e-01	9.815733522324528171e-02	5.315379163713639284e-03	4.110559886605213292e-02	1.842664776754061526e-02	2.197023387668303393e-02	3.827072997873818411e-02	1.417434443656970244e-02	2.126151665485455367e-02	2.941176470588213049e-02
0.000000000000000000e+00	5.688888888888853773e-02	4.444444444444415818e-03	1.066666666666659866e-02	1.333333333333324919e-02	1.777777777777766370e-03	2.666666666666649664e-03	1.599999999999989625e-02	2.515555555555539780e-01	3.911111111111086752e-02	2.666666666666649664e-03	1.599999999999989972e-02	4.444444444444415818e-03	1.884444444444432487e-01	1.511111111111101621e-02	1.422222222222213443e-02	3.022222222222203242e-02	0.000000000000000000e+00	1.599999999999989972e-02	5.333333333333299328e-03	1.742222222222211403e-01	4.355555555555528507e-02	4.444444444444415818e-03	1.155555555555548217e-02	7.111111111111066349e-03	1.955555555555543029e-02	2.666666666666649664e-03	9.777777777777715146e-03	2.311111111111096086e-02	1.511111111111101794e-02
5.374280230326251157e-02	6.621880998080562075e-02	1.631477927063326727e-02	9.596928982725450724e-03	1.535508637236071734e-02	9.596928982725450724e-03	3.934740882917434762e-02	1.919385796545089798e-02	1.266794625719760425e-01	3.646833013435670651e-02	2.879078694817635044e-03	2.879078694817635044e-03	1.055662188099799545e-02	1.602687140115152398e-01	8.637236084452905999e-03	9.596928982725450724e-03	1.823416506717835672e-02	6.717850287907814813e-03	5.758157389635270434e-02	8.637236084452904264e-03	1.257197696737034631e-01	8.445297504798400523e-02	1.919385796545090101e-03	9.596928982725448989e-03	3.838771593090180637e-03	8.637236084452905999e-03	4.798464491362725362e-03	1.439539347408817435e-02	3.646833013435671345e-02	8.637236084452905999e-03
0.000000000000000000e+00	4.735376044568264525e-02	6.213841868437994589e-03	9.427898007285228504e-03	1.885579601457045701e-02	4.499678594386132338e-03	6.428112277694474769e-04	2.442682665523900412e-02	6.320977073066234853e-02	1.521319905721026100e-02	4.499678594386133205e-03	2.142704092564825212e-03	9.213627598028746590e-03	6.299550032140592559e-02	2.742661238482976133e-02	1.178487250910653650e-02	5.271052067709468963e-02	1.114206128133709076e-02	3.321191343475477648e-02	1.264195414613246762e-02	1.632740518534396834e-01	7.285193914720405894e-02	1.071352046282412606e-03	1.392757660167136431e-02	1.435611742018432641e-02	2.314120419970011264e-02	4.413970430683539919e-02	8.356545961002818934e-03	1.714163274051860170e-02	2.234840368545112366e-01
0.000000000000000000e+00	5.723630417007385951e-02	8.585445625511084478e-03	3.270645952575650280e-03	2.984464431725280392e-02	5.314799672935431596e-03	1.185609157808673216e-02	2.452984464431737927e-02	7.890433360588755551e-02	3.638593622240410275e-02	9.403107113654995963e-03	1.226492232215868963e-03	3.679476696647606456e-03	1.062959934587086180e-01	1.962387571545389994e-02	1.921504497138194420e-02	4.783319705641888436e-02	1.022076860179890745e-02	1.512673753066238157e-02	1.430907604251847008e-02	1.496320523303359962e-01	5.519215044971408080e-02	4.905968928863475853e-03	1.267375306623064364e-02	1.103843008994282067e-02	2.412101390024541658e-02	3.761242845461996998e-02	3.679476696647606456e-03	2.739165985282107293e-02	1.704824202780058362e-01
0.000000000000000000e+00	8.513708513708466430e-02	2.886002886002869954e-03	5.772005772005739908e-03	4.906204906204877925e-02	2.886002886002869954e-03	2.886002886002869954e-03	1.010101010101004462e-02	9.956709956709901277e-02	2.597402597402582655e-02	4.329004329004304714e-03	1.443001443001434977e-03	1.443001443001434977e-03	1.948051948051939541e-01	1.154401154401147982e-02	1.154401154401147982e-02	7.070707070707030195e-02	2.886002886002869954e-03	4.184704184704159807e-02	1.010101010101004462e-02	1.226551226551220036e-01	6.060606060606023998e-02	1.010101010101004462e-02	1.587301587301578540e-02	1.154401154401147982e-02	3.751803751803730463e-02	1.154401154401147982e-02	1.298701298701291501e-02	2.597402597402582655e-02	5.339105339105308656e-02
7.095926412615014001e-02	5.650459921156397725e-02	3.942181340341675312e-03	9.198423127463908194e-03	9.198423127463908194e-03	6.570302233902792187e-03	3.942181340341675312e-03	7.884362680683350624e-03	1.064388961892252100e-01	3.022339027595284666e-02	2.628120893561116875e-03	2.628120893561116875e-03	3.942181340341675312e-03	1.787122207621561487e-01	1.051248357424446750e-02	2.102496714848893500e-02	5.650459921156401888e-02	1.708278580814726055e-02	1.708278580814726055e-02	9.198423127463908194e-03	1.077529566360057728e-01	9.329829172141966553e-02	0.000000000000000000e+00	3.810775295663619555e-02	5.256241787122233750e-03	7.884362680683350624e-03	2.890932982917228736e-02	1.051248357424446750e-02	2.759526938239172805e-02	3.153745072273340250e-02
0.000000000000000000e+00	4.114957544088842373e-02	2.547354670150234895e-02	2.547354670150235589e-02	2.220770738079692191e-02	6.531678641410859068e-04	2.612671456564343627e-03	9.797517962116289794e-03	1.110385369039846269e-02	2.612671456564343714e-02	6.531678641410858417e-03	6.531678641410859068e-04	2.351404310907909134e-02	9.601567602873968543e-02	2.606139777922932832e-01	1.763553233180931851e-02	4.114957544088841679e-02	5.878510777269771968e-03	3.527106466361863008e-02	9.797517962116288059e-03	1.632919660352715185e-01	5.094709340300470485e-02	4.572175048987601673e-03	1.110385369039845922e-02	2.090137165251474208e-02	7.184846505551944866e-03	5.878510777269772836e-03	1.371652514696280502e-02	4.376224689745276258e-02	1.436969301110388973e-02
3.090623363017266229e-02	4.295442640125692046e-02	5.762179151388123477e-03	1.204819277108425818e-02	2.514405447878453881e-02	2.619172341540056126e-03	1.047668936616022450e-02	1.361969617600829185e-02	1.058145625982182536e-01	3.509690937663675209e-02	3.666841278156078576e-03	1.204819277108425818e-02	8.381351492928179603e-03	1.492928234677829979e-01	1.361969617600829185e-02	1.100052383446823573e-02	1.141959140911464332e-01	6.286013619696134702e-03	1.833420639078039288e-02	7.333682556312157153e-03	1.529596647459392778e-01	6.809848088004144540e-02	3.666841278156078576e-03	4.033525405971686434e-02	1.414353064431630308e-02	2.042954426401243778e-02	1.519119958093232553e-02	5.238344683080112252e-03	1.623886851754834798e-02	2.147721320062846023e-02
0.000000000000000000e+00	3.561935140882496742e-02	3.721424774056339077e-03	2.073365231259960070e-02	3.721424774056340812e-02	2.126528442317907920e-03	5.316321105794769367e-03	1.860712387028169365e-02	8.506113769271633762e-02	3.402445507708651978e-02	3.242955874534809990e-02	1.594896331738430637e-02	9.569377990430583472e-03	1.589580010632633822e-01	1.967038809144064718e-02	1.063264221158953700e-02	1.648059542796378313e-02	7.442849548112676419e-03	4.944178628389137020e-02	9.037745879851106709e-03	1.589580010632636320e-01	1.143009037745876394e-01	1.594896331738430940e-03	1.541733120680482960e-02	2.392344497607645781e-02	2.923976608187123238e-02	1.913875598086116694e-02	1.594896331738430637e-02	3.296119085592756626e-02	1.222753854332796902e-02
0.000000000000000000e+00	2.642140468227437144e-02	5.685618729097015323e-03	2.140468227424759118e-02	7.290969899665585008e-02	3.010033444816067293e-03	3.344481605351186122e-03	1.672240802675593191e-02	3.444816053511721987e-02	2.040133779264223512e-02	5.484949832775945500e-02	5.351170568561896060e-03	8.361204013377965955e-03	6.956521739130473725e-02	2.274247491638806129e-02	1.772575250836128796e-02	3.511705685618746187e-02	6.688963210702371376e-03	1.505016722408034253e-02	2.006688963210711760e-02	8.394648829431479442e-02	1.334448160535123828e-01	6.688963210702372243e-04	1.772575250836128449e-02	1.939799331103687907e-02	1.304347826086962522e-02	1.638795986622081091e-02	2.809364548494996255e-02	4.280936454849519623e-02	1.809364548494992453e-01
3.092783505154646922e-02	2.061855670103097948e-02	1.030927835051548697e-01	2.233676975945022777e-02	9.163802978235990881e-03	1.718213058419248290e-03	1.660939289805273347e-02	2.634593356242847378e-02	1.489117983963348345e-02	2.806414662084772207e-02	7.445589919816742591e-03	1.431844215349373575e-02	1.317296678121423689e-02	1.282932416953037613e-01	3.665521191294397046e-02	2.290950744558997720e-02	9.736540664375738577e-03	6.643757159221092001e-02	2.577319587628872435e-02	8.591065292096241451e-03	1.317296678121422926e-01	1.099656357388318351e-01	4.009163802978246011e-03	1.947308132875148062e-02	2.176403207331047834e-02	1.775486827033223233e-02	1.603665521191298404e-02	1.660939289805273000e-02	3.092783505154646922e-02	1.145475372279498860e-02
3.907380607814732454e-02	4.992764109985491777e-02	3.617945007235866001e-03	1.230101302460194328e-02	2.677279305354540381e-02	7.235890014471731786e-04	4.341534008683038855e-03	1.736613603473214848e-02	1.128798842257589807e-01	1.591895803183780711e-02	0.000000000000000000e+00	5.788712011577385429e-03	7.959479015918903555e-03	1.230101302460193946e-01	2.460202604920388655e-02	5.065123010130212142e-03	3.256150506512278664e-02	1.736613603473215542e-02	1.534008683068006640e-01	1.591895803183780711e-02	1.005788712011570218e-01	9.334298118668528377e-02	1.374819102749629159e-02	2.966714905933409349e-02	1.808972503617932437e-02	9.406657018813250129e-03	9.406657018813251864e-03	8.683068017366077709e-03	2.387843704775671760e-02	1.157742402315476912e-02
4.683434518647029698e-02	5.290546400693865031e-02	3.469210754553352007e-03	6.938421509106704015e-03	1.734605377276676047e-02	2.601908065915013897e-03	1.821335646140509468e-02	1.647875108412841932e-02	8.499566348655714088e-02	1.647875108412842279e-02	2.601908065915013897e-03	1.387684301821340456e-02	1.734605377276676004e-03	1.136166522116224126e-01	1.127493495229839326e-02	2.341717259323512421e-02	3.902862098872521973e-02	1.127493495229839326e-02	4.423243712055524579e-02	6.938421509106704882e-03	1.248915871639206948e-01	3.902862098872521973e-02	2.601908065915013897e-03	1.647875108412842279e-02	1.300954032957507035e-02	1.127493495229839326e-02	3.382480485689518673e-02	6.938421509106704015e-03	2.254986990459678653e-02	1.760624457935826837e-01
